Date,Adj Close
3/29/2012,1403.28
3/28/2012,1405.54
3/27/2012,1412.52
3/26/2012,1416.51
3/23/2012,1397.11
3/22/2012,1392.78
3/21/2012,1402.89
3/20/2012,1405.52
3/19/2012,1409.75
3/16/2012,1404.17
3/15/2012,1402.6
3/14/2012,1394.28
3/13/2012,1395.95
3/12/2012,1371.09
3/9/2012,1370.87
3/8/2012,1365.91
3/7/2012,1352.63
3/6/2012,1343.36
3/5/2012,1364.33
3/2/2012,1369.63
3/1/2012,1374.09
2/29/2012,1365.68
2/28/2012,1372.18
2/27/2012,1367.59
2/24/2012,1365.74
2/23/2012,1363.46
2/22/2012,1357.66
2/21/2012,1362.21
2/17/2012,1361.23
2/16/2012,1358.04
2/15/2012,1343.23
2/14/2012,1350.5
2/13/2012,1351.77
2/10/2012,1342.64
2/9/2012,1351.95
2/8/2012,1349.96
2/7/2012,1347.05
2/6/2012,1344.33
2/3/2012,1344.9
2/2/2012,1325.54
2/1/2012,1324.09
1/31/2012,1312.41
1/30/2012,1313.01
1/27/2012,1316.33
1/26/2012,1318.43
1/25/2012,1326.06
1/24/2012,1314.65
1/23/2012,1316
1/20/2012,1315.38
1/19/2012,1314.5
1/18/2012,1308.04
1/17/2012,1293.67
1/13/2012,1289.09
1/12/2012,1295.5
1/11/2012,1292.48
1/10/2012,1292.08
1/9/2012,1280.7
1/6/2012,1277.81
1/5/2012,1281.06
1/4/2012,1277.3
1/3/2012,1277.06
12/30/2011,1257.6
12/29/2011,1263.02
12/28/2011,1249.64
12/27/2011,1265.43
12/23/2011,1265.33
12/22/2011,1254
12/21/2011,1243.72
12/20/2011,1241.3
12/19/2011,1205.35
12/16/2011,1219.66
12/15/2011,1215.75
12/14/2011,1211.82
12/13/2011,1225.73
12/12/2011,1236.47
12/9/2011,1255.19
12/8/2011,1234.35
12/7/2011,1261.01
12/6/2011,1258.47
12/5/2011,1257.08
12/2/2011,1244.28
12/1/2011,1244.58
11/30/2011,1246.96
11/29/2011,1195.19
11/28/2011,1192.55
11/25/2011,1158.67
11/23/2011,1161.79
11/22/2011,1188.04
11/21/2011,1192.98
11/18/2011,1215.65
11/17/2011,1216.13
11/16/2011,1236.91
11/15/2011,1257.81
11/14/2011,1251.78
11/11/2011,1263.85
11/10/2011,1239.7
11/9/2011,1229.1
11/8/2011,1275.92
11/7/2011,1261.12
11/4/2011,1253.23
11/3/2011,1261.15
11/2/2011,1237.9
11/1/2011,1218.28
10/31/2011,1253.3
10/28/2011,1285.09
10/27/2011,1284.59
10/26/2011,1242
10/25/2011,1229.05
10/24/2011,1254.19
10/21/2011,1238.25
10/20/2011,1215.39
10/19/2011,1209.88
10/18/2011,1225.38
10/17/2011,1200.86
10/14/2011,1224.58
10/13/2011,1203.66
10/12/2011,1207.25
10/11/2011,1195.54
10/10/2011,1194.89
10/7/2011,1155.46
10/6/2011,1164.97
10/5/2011,1144.03
10/4/2011,1123.95
10/3/2011,1099.23
9/30/2011,1131.42
9/29/2011,1160.4
9/28/2011,1151.06
9/27/2011,1175.38
9/26/2011,1162.95
9/23/2011,1136.43
9/22/2011,1129.56
9/21/2011,1166.76
9/20/2011,1202.09
9/19/2011,1204.09
9/16/2011,1216.01
9/15/2011,1209.11
9/14/2011,1188.68
9/13/2011,1172.87
9/12/2011,1162.27
9/9/2011,1154.23
9/8/2011,1185.9
9/7/2011,1198.62
9/6/2011,1165.24
9/2/2011,1173.97
9/1/2011,1204.42
8/31/2011,1218.89
8/30/2011,1212.92
8/29/2011,1210.08
8/26/2011,1176.8
8/25/2011,1159.27
8/24/2011,1177.6
8/23/2011,1162.35
8/22/2011,1123.82
8/19/2011,1123.53
8/18/2011,1140.65
8/17/2011,1193.89
8/16/2011,1192.76
8/15/2011,1204.49
8/12/2011,1178.81
8/11/2011,1172.64
8/10/2011,1120.76
8/9/2011,1172.53
8/8/2011,1119.46
8/5/2011,1199.38
8/4/2011,1200.07
8/3/2011,1260.34
8/2/2011,1254.05
8/1/2011,1286.94
7/29/2011,1292.28
7/28/2011,1300.67
7/27/2011,1304.89
7/26/2011,1331.94
7/25/2011,1337.43
7/22/2011,1345.02
7/21/2011,1343.8
7/20/2011,1325.84
7/19/2011,1326.73
7/18/2011,1305.44
7/15/2011,1316.14
7/14/2011,1308.87
7/13/2011,1317.72
7/12/2011,1313.64
7/11/2011,1319.49
7/8/2011,1343.8
7/7/2011,1353.22
7/6/2011,1339.22
7/5/2011,1337.88
7/1/2011,1339.67
6/30/2011,1320.64
6/29/2011,1307.41
6/28/2011,1296.67
6/27/2011,1280.1
6/24/2011,1268.45
6/23/2011,1283.5
6/22/2011,1287.14
6/21/2011,1295.52
6/20/2011,1278.36
6/17/2011,1271.5
6/16/2011,1267.64
6/15/2011,1265.42
6/14/2011,1287.87
6/13/2011,1271.83
6/10/2011,1270.98
6/9/2011,1289
6/8/2011,1279.56
6/7/2011,1284.94
6/6/2011,1286.17
6/3/2011,1300.16
6/2/2011,1312.94
6/1/2011,1314.55
5/31/2011,1345.2
5/27/2011,1331.1
5/26/2011,1325.69
5/25/2011,1320.47
5/24/2011,1316.28
5/23/2011,1317.37
5/20/2011,1333.27
5/19/2011,1343.6
5/18/2011,1340.68
5/17/2011,1328.98
5/16/2011,1329.47
5/13/2011,1337.77
5/12/2011,1348.65
5/11/2011,1342.08
5/10/2011,1357.16
5/9/2011,1346.29
5/6/2011,1340.2
5/5/2011,1335.1
5/4/2011,1347.32
5/3/2011,1356.62
5/2/2011,1361.22
4/29/2011,1363.61
4/28/2011,1360.48
4/27/2011,1355.66
4/26/2011,1347.24
4/25/2011,1335.25
4/21/2011,1337.38
4/20/2011,1330.36
4/19/2011,1312.62
4/18/2011,1305.14
4/15/2011,1319.68
4/14/2011,1314.52
4/13/2011,1314.41
4/12/2011,1314.16
4/11/2011,1324.46
4/8/2011,1328.17
4/7/2011,1333.51
4/6/2011,1335.54
4/5/2011,1332.63
4/4/2011,1332.87
4/1/2011,1332.41
3/31/2011,1325.83
3/30/2011,1328.26
3/29/2011,1319.44
3/28/2011,1310.19
3/25/2011,1313.8
3/24/2011,1309.66
3/23/2011,1297.54
3/22/2011,1293.77
3/21/2011,1298.38
3/18/2011,1279.21
3/17/2011,1273.72
3/16/2011,1256.88
3/15/2011,1281.87
3/14/2011,1296.39
3/11/2011,1304.28
3/10/2011,1295.11
3/9/2011,1320.02
3/8/2011,1321.82
3/7/2011,1310.13
3/4/2011,1321.15
3/3/2011,1330.97
3/2/2011,1308.44
3/1/2011,1306.33
2/28/2011,1327.22
2/25/2011,1319.88
2/24/2011,1306.1
2/23/2011,1307.4
2/22/2011,1315.44
2/18/2011,1343.01
2/17/2011,1340.43
2/16/2011,1336.32
2/15/2011,1328.01
2/14/2011,1332.32
2/11/2011,1329.15
2/10/2011,1321.87
2/9/2011,1320.88
2/8/2011,1324.57
2/7/2011,1319.05
2/4/2011,1310.87
2/3/2011,1307.1
2/2/2011,1304.03
2/1/2011,1307.59
1/31/2011,1286.12
1/28/2011,1276.34
1/27/2011,1299.54
1/26/2011,1296.63
1/25/2011,1291.18
1/24/2011,1290.84
1/21/2011,1283.35
1/20/2011,1280.26
1/19/2011,1281.92
1/18/2011,1295.02
1/14/2011,1293.24
1/13/2011,1283.76
1/12/2011,1285.96
1/11/2011,1274.48
1/10/2011,1269.75
1/7/2011,1271.5
1/6/2011,1273.85
1/5/2011,1276.56
1/4/2011,1270.2
1/3/2011,1271.87
12/31/2010,1257.64
12/30/2010,1257.88
12/29/2010,1259.78
12/28/2010,1258.51
12/27/2010,1257.54
12/23/2010,1256.77
12/22/2010,1258.84
12/21/2010,1254.6
12/20/2010,1247.08
12/17/2010,1243.91
12/16/2010,1242.87
12/15/2010,1235.23
12/14/2010,1241.59
12/13/2010,1240.46
12/10/2010,1240.4
12/9/2010,1233
12/8/2010,1228.28
12/7/2010,1223.75
12/6/2010,1223.12
12/3/2010,1224.71
12/2/2010,1221.53
12/1/2010,1206.07
11/30/2010,1180.55
11/29/2010,1187.76
11/26/2010,1189.4
11/24/2010,1198.35
11/23/2010,1180.73
11/22/2010,1197.84
11/19/2010,1199.73
11/18/2010,1196.69
11/17/2010,1178.59
11/16/2010,1178.34
11/15/2010,1197.75
11/12/2010,1199.21
11/11/2010,1213.54
11/10/2010,1218.71
11/9/2010,1213.4
11/8/2010,1223.25
11/5/2010,1225.85
11/4/2010,1221.06
11/3/2010,1197.96
11/2/2010,1193.57
11/1/2010,1184.38
10/29/2010,1183.26
10/28/2010,1183.78
10/27/2010,1182.45
10/26/2010,1185.64
10/25/2010,1185.62
10/22/2010,1183.08
10/21/2010,1180.26
10/20/2010,1178.17
10/19/2010,1165.9
10/18/2010,1184.71
10/15/2010,1176.19
10/14/2010,1173.81
10/13/2010,1178.1
10/12/2010,1169.77
10/11/2010,1165.32
10/8/2010,1165.15
10/7/2010,1158.06
10/6/2010,1159.97
10/5/2010,1160.75
10/4/2010,1137.03
10/1/2010,1146.24
9/30/2010,1141.2
9/29/2010,1144.73
9/28/2010,1147.7
9/27/2010,1142.16
9/24/2010,1148.67
9/23/2010,1124.83
9/22/2010,1134.28
9/21/2010,1139.78
9/20/2010,1142.71
9/17/2010,1125.59
9/16/2010,1124.66
9/15/2010,1125.07
9/14/2010,1121.1
9/13/2010,1121.9
9/10/2010,1109.55
9/9/2010,1104.18
9/8/2010,1098.87
9/7/2010,1091.84
9/3/2010,1104.51
9/2/2010,1090.1
9/1/2010,1080.29
8/31/2010,1049.33
8/30/2010,1048.92
8/27/2010,1064.59
8/26/2010,1047.22
8/25/2010,1055.33
8/24/2010,1051.87
8/23/2010,1067.36
8/20/2010,1071.69
8/19/2010,1075.63
8/18/2010,1094.16
8/17/2010,1092.54
8/16/2010,1079.38
8/13/2010,1079.25
8/12/2010,1083.61
8/11/2010,1089.47
8/10/2010,1121.06
8/9/2010,1127.79
8/6/2010,1121.64
8/5/2010,1125.81
8/4/2010,1127.24
8/3/2010,1120.46
8/2/2010,1125.86
7/30/2010,1101.6
7/29/2010,1101.53
7/28/2010,1106.13
7/27/2010,1113.84
7/26/2010,1115.01
7/23/2010,1102.66
7/22/2010,1093.67
7/21/2010,1069.59
7/20/2010,1083.48
7/19/2010,1071.25
7/16/2010,1064.88
7/15/2010,1096.48
7/14/2010,1095.17
7/13/2010,1095.34
7/12/2010,1078.75
7/9/2010,1077.96
7/8/2010,1070.25
7/7/2010,1060.27
7/6/2010,1028.06
7/2/2010,1022.58
7/1/2010,1027.37
6/30/2010,1030.71
6/29/2010,1041.24
6/28/2010,1074.57
6/25/2010,1076.76
6/24/2010,1073.69
6/23/2010,1092.04
6/22/2010,1095.31
6/21/2010,1113.2
6/18/2010,1117.51
6/17/2010,1116.04
6/16/2010,1114.61
6/15/2010,1115.23
6/14/2010,1089.63
6/11/2010,1091.6
6/10/2010,1086.84
6/9/2010,1055.69
6/8/2010,1062
6/7/2010,1050.47
6/4/2010,1064.88
6/3/2010,1102.83
6/2/2010,1098.38
6/1/2010,1070.71
5/28/2010,1089.41
5/27/2010,1103.06
5/26/2010,1067.95
5/25/2010,1074.03
5/24/2010,1073.65
5/21/2010,1087.69
5/20/2010,1071.59
5/19/2010,1115.05
5/18/2010,1120.8
5/17/2010,1136.94
5/14/2010,1135.68
5/13/2010,1157.44
5/12/2010,1171.67
5/11/2010,1155.79
5/10/2010,1159.73
5/7/2010,1110.88
5/6/2010,1128.15
5/5/2010,1165.87
5/4/2010,1173.6
5/3/2010,1202.26
4/30/2010,1186.69
4/29/2010,1206.78
4/28/2010,1191.36
4/27/2010,1183.71
4/26/2010,1212.05
4/23/2010,1217.28
4/22/2010,1208.67
4/21/2010,1205.94
4/20/2010,1207.17
4/19/2010,1197.52
4/16/2010,1192.13
4/15/2010,1211.67
4/14/2010,1210.65
4/13/2010,1197.3
4/12/2010,1196.48
4/9/2010,1194.37
4/8/2010,1186.44
4/7/2010,1182.45
4/6/2010,1189.44
4/5/2010,1187.44
4/1/2010,1178.1
3/31/2010,1169.43
3/30/2010,1173.27
3/29/2010,1173.22
3/26/2010,1166.59
3/25/2010,1165.73
3/24/2010,1167.72
3/23/2010,1174.17
3/22/2010,1165.81
3/19/2010,1159.9
3/18/2010,1165.83
3/17/2010,1166.21
3/16/2010,1159.46
3/15/2010,1150.51
3/12/2010,1149.99
3/11/2010,1150.24
3/10/2010,1145.61
3/9/2010,1140.45
3/8/2010,1138.5
3/5/2010,1138.7
3/4/2010,1122.97
3/3/2010,1118.79
3/2/2010,1118.31
3/1/2010,1115.71
2/26/2010,1104.49
2/25/2010,1102.94
2/24/2010,1105.24
2/23/2010,1094.6
2/22/2010,1108.01
2/19/2010,1109.17
2/18/2010,1106.75
2/17/2010,1099.51
2/16/2010,1094.87
2/12/2010,1075.51
2/11/2010,1078.47
2/10/2010,1068.13
2/9/2010,1070.52
2/8/2010,1056.74
2/5/2010,1066.19
2/4/2010,1063.11
2/3/2010,1097.28
2/2/2010,1103.32
2/1/2010,1089.19
1/29/2010,1073.87
1/28/2010,1084.53
1/27/2010,1097.5
1/26/2010,1092.17
1/25/2010,1096.78
1/22/2010,1091.76
1/21/2010,1116.48
1/20/2010,1138.04
1/19/2010,1150.23
1/15/2010,1136.03
1/14/2010,1148.46
1/13/2010,1145.68
1/12/2010,1136.22
1/11/2010,1146.98
1/8/2010,1144.98
1/7/2010,1141.69
1/6/2010,1137.14
1/5/2010,1136.52
1/4/2010,1132.99
12/31/2009,1115.1
12/30/2009,1126.42
12/29/2009,1126.2
12/28/2009,1127.78
12/24/2009,1126.48
12/23/2009,1120.59
12/22/2009,1118.02
12/21/2009,1114.05
12/18/2009,1102.47
12/17/2009,1096.08
12/16/2009,1109.18
12/15/2009,1107.93
12/14/2009,1114.11
12/11/2009,1106.41
12/10/2009,1102.35
12/9/2009,1095.95
12/8/2009,1091.94
12/7/2009,1103.25
12/4/2009,1105.98
12/3/2009,1099.92
12/2/2009,1109.24
12/1/2009,1108.86
11/30/2009,1095.63
11/27/2009,1091.49
11/25/2009,1110.63
11/24/2009,1105.65
11/23/2009,1106.24
11/20/2009,1091.38
11/19/2009,1094.9
11/18/2009,1109.8
11/17/2009,1110.32
11/16/2009,1109.3
11/13/2009,1093.48
11/12/2009,1087.24
11/11/2009,1098.51
11/10/2009,1093.01
11/9/2009,1093.08
11/6/2009,1069.3
11/5/2009,1066.63
11/4/2009,1046.5
11/3/2009,1045.41
11/2/2009,1042.88
10/30/2009,1036.19
10/29/2009,1066.11
10/28/2009,1042.63
10/27/2009,1063.41
10/26/2009,1066.95
10/23/2009,1079.6
10/22/2009,1092.91
10/21/2009,1081.4
10/20/2009,1091.06
10/19/2009,1097.91
10/16/2009,1087.68
10/15/2009,1096.56
10/14/2009,1092.02
10/13/2009,1073.19
10/12/2009,1076.19
10/9/2009,1071.49
10/8/2009,1065.48
10/7/2009,1057.58
10/6/2009,1054.72
10/5/2009,1040.46
10/2/2009,1025.21
10/1/2009,1029.85
9/30/2009,1057.08
9/29/2009,1060.61
9/28/2009,1062.98
9/25/2009,1044.38
9/24/2009,1050.78
9/23/2009,1060.87
9/22/2009,1071.66
9/21/2009,1064.66
9/18/2009,1068.3
9/17/2009,1065.49
9/16/2009,1068.76
9/15/2009,1052.63
9/14/2009,1049.34
9/11/2009,1042.73
9/10/2009,1044.14
9/9/2009,1033.37
9/8/2009,1025.39
9/4/2009,1016.4
9/3/2009,1003.24
9/2/2009,994.75
9/1/2009,998.04
8/31/2009,1020.62
8/28/2009,1028.93
8/27/2009,1030.98
8/26/2009,1028.12
8/25/2009,1028
8/24/2009,1025.57
8/21/2009,1026.13
8/20/2009,1007.37
8/19/2009,996.46
8/18/2009,989.67
8/17/2009,979.73
8/14/2009,1004.09
8/13/2009,1012.73
8/12/2009,1005.81
8/11/2009,994.35
8/10/2009,1007.1
8/7/2009,1010.48
8/6/2009,997.08
8/5/2009,1002.72
8/4/2009,1005.65
8/3/2009,1002.63
7/31/2009,987.48
7/30/2009,986.75
7/29/2009,975.15
7/28/2009,979.62
7/27/2009,982.18
7/24/2009,979.26
7/23/2009,976.29
7/22/2009,954.07
7/21/2009,954.58
7/20/2009,951.13
7/17/2009,940.38
7/16/2009,940.74
7/15/2009,932.68
7/14/2009,905.84
7/13/2009,901.05
7/10/2009,879.13
7/9/2009,882.68
7/8/2009,879.56
7/7/2009,881.03
7/6/2009,898.72
7/2/2009,896.42
7/1/2009,923.33
6/30/2009,919.32
6/29/2009,927.23
6/26/2009,918.9
6/25/2009,920.26
6/24/2009,900.94
6/23/2009,895.1
6/22/2009,893.04
6/19/2009,921.23
6/18/2009,918.37
6/17/2009,910.71
6/16/2009,911.97
6/15/2009,923.72
6/12/2009,946.21
6/11/2009,944.89
6/10/2009,939.15
6/9/2009,942.43
6/8/2009,939.14
6/5/2009,940.09
6/4/2009,942.46
6/3/2009,931.76
6/2/2009,944.74
6/1/2009,942.87
5/29/2009,919.14
5/28/2009,906.83
5/27/2009,893.06
5/26/2009,910.33
5/22/2009,887
5/21/2009,888.33
5/20/2009,903.47
5/19/2009,908.13
5/18/2009,909.71
5/15/2009,882.88
5/14/2009,893.07
5/13/2009,883.92
5/12/2009,908.35
5/11/2009,909.24
5/8/2009,929.23
5/7/2009,907.39
5/6/2009,919.53
5/5/2009,903.8
5/4/2009,907.24
5/1/2009,877.52
4/30/2009,872.81
4/29/2009,873.64
4/28/2009,855.16
4/27/2009,857.51
4/24/2009,866.23
4/23/2009,851.92
4/22/2009,843.55
4/21/2009,850.08
4/20/2009,832.39
4/17/2009,869.6
4/16/2009,865.3
4/15/2009,852.06
4/14/2009,841.5
4/13/2009,858.73
4/9/2009,856.56
4/8/2009,825.16
4/7/2009,815.55
4/6/2009,835.48
4/3/2009,842.5
4/2/2009,834.38
4/1/2009,811.08
3/31/2009,797.87
3/30/2009,787.53
3/27/2009,815.94
3/26/2009,832.86
3/25/2009,813.88
3/24/2009,806.12
3/23/2009,822.92
3/20/2009,768.54
3/19/2009,784.04
3/18/2009,794.35
3/17/2009,778.12
3/16/2009,753.89
3/13/2009,756.55
3/12/2009,750.74
3/11/2009,721.36
3/10/2009,719.6
3/9/2009,676.53
3/6/2009,683.38
3/5/2009,682.55
3/4/2009,712.87
3/3/2009,696.33
3/2/2009,700.82
2/27/2009,735.09
2/26/2009,752.83
2/25/2009,764.9
2/24/2009,773.14
2/23/2009,743.33
2/20/2009,770.05
2/19/2009,778.94
2/18/2009,788.42
2/17/2009,789.17
2/13/2009,826.84
2/12/2009,835.19
2/11/2009,833.74
2/10/2009,827.16
2/9/2009,869.89
2/6/2009,868.6
2/5/2009,845.85
2/4/2009,832.23
2/3/2009,838.51
2/2/2009,825.44
1/30/2009,825.88
1/29/2009,845.14
1/28/2009,874.09
1/27/2009,845.71
1/26/2009,836.57
1/23/2009,831.95
1/22/2009,827.5
1/21/2009,840.24
1/20/2009,805.22
1/16/2009,850.12
1/15/2009,843.74
1/14/2009,842.62
1/13/2009,871.79
1/12/2009,870.26
1/9/2009,890.35
1/8/2009,909.73
1/7/2009,906.65
1/6/2009,934.7
1/5/2009,927.45
1/2/2009,931.8
12/31/2008,903.25
12/30/2008,890.64
12/29/2008,869.42
12/26/2008,872.8
12/24/2008,868.15
12/23/2008,863.16
12/22/2008,871.63
12/19/2008,887.88
12/18/2008,885.28
12/17/2008,904.42
12/16/2008,913.18
12/15/2008,868.57
12/12/2008,879.73
12/11/2008,873.59
12/10/2008,899.24
12/9/2008,888.67
12/8/2008,909.7
12/5/2008,876.07
12/4/2008,845.22
12/3/2008,870.74
12/2/2008,848.81
12/1/2008,816.21
11/28/2008,896.24
11/26/2008,887.68
11/25/2008,857.39
11/24/2008,851.81
11/21/2008,800.03
11/20/2008,752.44
11/19/2008,806.58
11/18/2008,859.12
11/17/2008,850.75
11/14/2008,873.29
11/13/2008,911.29
11/12/2008,852.3
11/11/2008,898.95
11/10/2008,919.21
11/7/2008,930.99
11/6/2008,904.88
11/5/2008,952.77
11/4/2008,1005.75
11/3/2008,966.3
10/31/2008,968.75
10/30/2008,954.09
10/29/2008,930.09
10/28/2008,940.51
10/27/2008,848.92
10/24/2008,876.77
10/23/2008,908.11
10/22/2008,896.78
10/21/2008,955.05
10/20/2008,985.4
10/17/2008,940.55
10/16/2008,946.43
10/15/2008,907.84
10/14/2008,998.01
10/13/2008,1003.35
10/10/2008,899.22
10/9/2008,909.92
10/8/2008,984.94
10/7/2008,996.23
10/6/2008,1056.89
10/3/2008,1099.23
10/2/2008,1114.28
10/1/2008,1161.06
9/30/2008,1166.36
9/29/2008,1106.42
9/26/2008,1213.27
9/25/2008,1209.18
9/24/2008,1185.87
9/23/2008,1188.22
9/22/2008,1207.09
9/19/2008,1255.08
9/18/2008,1206.51
9/17/2008,1156.39
9/16/2008,1213.6
9/15/2008,1192.7
9/12/2008,1251.7
9/11/2008,1249.05
9/10/2008,1232.04
9/9/2008,1224.51
9/8/2008,1267.79
9/5/2008,1242.31
9/4/2008,1236.83
9/3/2008,1274.98
9/2/2008,1277.58
8/29/2008,1282.83
8/28/2008,1300.68
8/27/2008,1281.66
8/26/2008,1271.51
8/25/2008,1266.84
8/22/2008,1292.2
8/21/2008,1277.72
8/20/2008,1274.54
8/19/2008,1266.69
8/18/2008,1278.6
8/15/2008,1298.2
8/14/2008,1292.93
8/13/2008,1285.83
8/12/2008,1289.59
8/11/2008,1305.32
8/8/2008,1296.32
8/7/2008,1266.07
8/6/2008,1289.19
8/5/2008,1284.88
8/4/2008,1249.01
8/1/2008,1260.31
7/31/2008,1267.38
7/30/2008,1284.26
7/29/2008,1263.2
7/28/2008,1234.37
7/25/2008,1257.76
7/24/2008,1252.54
7/23/2008,1282.19
7/22/2008,1277
7/21/2008,1260
7/18/2008,1260.68
7/17/2008,1260.32
7/16/2008,1245.36
7/15/2008,1214.91
7/14/2008,1228.3
7/11/2008,1239.49
7/10/2008,1253.39
7/9/2008,1244.69
7/8/2008,1273.7
7/7/2008,1252.31
7/3/2008,1262.9
7/2/2008,1261.52
7/1/2008,1284.91
6/30/2008,1280
6/27/2008,1278.38
6/26/2008,1283.15
6/25/2008,1321.97
6/24/2008,1314.29
6/23/2008,1318
6/20/2008,1317.93
6/19/2008,1342.83
6/18/2008,1337.81
6/17/2008,1350.93
6/16/2008,1360.14
6/13/2008,1360.03
6/12/2008,1339.87
6/11/2008,1335.49
6/10/2008,1358.44
6/9/2008,1361.76
6/6/2008,1360.68
6/5/2008,1404.05
6/4/2008,1377.2
6/3/2008,1377.65
6/2/2008,1385.67
5/30/2008,1400.38
5/29/2008,1398.26
5/28/2008,1390.84
5/27/2008,1385.35
5/23/2008,1375.93
5/22/2008,1394.35
5/21/2008,1390.71
5/20/2008,1413.4
5/19/2008,1426.63
5/16/2008,1425.35
5/15/2008,1423.57
5/14/2008,1408.66
5/13/2008,1403.04
5/12/2008,1403.58
5/9/2008,1388.28
5/8/2008,1397.68
5/7/2008,1392.57
5/6/2008,1418.26
5/5/2008,1407.49
5/2/2008,1413.9
5/1/2008,1409.34
4/30/2008,1385.59
4/29/2008,1390.94
4/28/2008,1396.37
4/25/2008,1397.84
4/24/2008,1388.82
4/23/2008,1379.93
4/22/2008,1375.94
4/21/2008,1388.17
